origin,lien,s_human,p_human,o_human,p_category,separation,s_original,p_original,o_original
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henri Carton de Wiart""@en-gb .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henri Carton de Wiart""@en-gb ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label préféré,"""Henri Carton de Wiart""@en-gb .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henri Carton de Wiart""@en-gb ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,nom,"""Henri Carton de Wiart""@en-gb .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henri Carton de Wiart""@en-gb ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henri Carton de Wiart""@hu .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henri Carton de Wiart""@hu ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label préféré,"""Henri Carton de Wiart""@hu .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henri Carton de Wiart""@hu ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,nom,"""Henri Carton de Wiart""@hu .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henri Carton de Wiart""@hu ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henry Carton de Wiart""@it .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henry Carton de Wiart""@it ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label préféré,"""Henry Carton de Wiart""@it .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henry Carton de Wiart""@it ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,nom,"""Henry Carton de Wiart""@it .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henry Carton de Wiart""@it ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""アンリ・カルトン・ドゥ・ヴィアール""@ja .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""\u30A2\u30F3\u30EA\u30FB\u30AB\u30EB\u30C8\u30F3\u30FB\u30C9\u30A5\u30FB\u30F4\u30A3\u30A2\u30FC\u30EB""@ja ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label préféré,"""アンリ・カルトン・ドゥ・ヴィアール""@ja .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""\u30A2\u30F3\u30EA\u30FB\u30AB\u30EB\u30C8\u30F3\u30FB\u30C9\u30A5\u30FB\u30F4\u30A3\u30A2\u30FC\u30EB""@ja ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,nom,"""アンリ・カルトン・ドゥ・ヴィアール""@ja .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""\u30A2\u30F3\u30EA\u30FB\u30AB\u30EB\u30C8\u30F3\u30FB\u30C9\u30A5\u30FB\u30F4\u30A3\u30A2\u30FC\u30EB""@ja ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henricus Carton de Wiart""@la .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henricus Carton de Wiart""@la ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label préféré,"""Henricus Carton de Wiart""@la .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henricus Carton de Wiart""@la ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,nom,"""Henricus Carton de Wiart""@la .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henricus Carton de Wiart""@la ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henri Carton de Wiart""@nl .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henri Carton de Wiart""@nl ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label préféré,"""Henri Carton de Wiart""@nl .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henri Carton de Wiart""@nl ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,nom,"""Henri Carton de Wiart""@nl .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henri Carton de Wiart""@nl ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henri Carton de Wiart""@pt .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henri Carton de Wiart""@pt ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label préféré,"""Henri Carton de Wiart""@pt .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henri Carton de Wiart""@pt ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,nom,"""Henri Carton de Wiart""@pt .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henri Carton de Wiart""@pt ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henri Carton de Wiart""@pt-br .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henri Carton de Wiart""@pt-br ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label préféré,"""Henri Carton de Wiart""@pt-br .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henri Carton de Wiart""@pt-br ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,nom,"""Henri Carton de Wiart""@pt-br .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henri Carton de Wiart""@pt-br ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Картон де Виар, Анри""@ru .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""\u041A\u0430\u0440\u0442\u043E\u043D \u0434\u0435 \u0412\u0438\u0430\u0440, \u0410\u043D\u0440\u0438""@ru ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label préféré,"""Картон де Виар, Анри""@ru .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""\u041A\u0430\u0440\u0442\u043E\u043D \u0434\u0435 \u0412\u0438\u0430\u0440, \u0410\u043D\u0440\u0438""@ru ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,nom,"""Картон де Виар, Анри""@ru .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""\u041A\u0430\u0440\u0442\u043E\u043D \u0434\u0435 \u0412\u0438\u0430\u0440, \u0410\u043D\u0440\u0438""@ru ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henri Carton de Wiart""@sv .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henri Carton de Wiart""@sv ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label préféré,"""Henri Carton de Wiart""@sv .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henri Carton de Wiart""@sv ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,nom,"""Henri Carton de Wiart""@sv .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henri Carton de Wiart""@sv ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Анрі Картон де Віарт""@uk .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""\u0410\u043D\u0440\u0456 \u041A\u0430\u0440\u0442\u043E\u043D \u0434\u0435 \u0412\u0456\u0430\u0440\u0442""@uk ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label préféré,"""Анрі Картон де Віарт""@uk .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""\u0410\u043D\u0440\u0456 \u041A\u0430\u0440\u0442\u043E\u043D \u0434\u0435 \u0412\u0456\u0430\u0440\u0442""@uk ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,nom,"""Анрі Картон де Віарт""@uk .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""\u0410\u043D\u0440\u0456 \u041A\u0430\u0440\u0442\u043E\u043D \u0434\u0435 \u0412\u0456\u0430\u0440\u0442""@uk ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""亨利·卡尔东·德维亚尔""@zh .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""\u4EA8\u5229\u00B7\u5361\u5C14\u4E1C\u00B7\u5FB7\u7EF4\u4E9A\u5C14""@zh ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label préféré,"""亨利·卡尔东·德维亚尔""@zh .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""\u4EA8\u5229\u00B7\u5361\u5C14\u4E1C\u00B7\u5FB7\u7EF4\u4E9A\u5C14""@zh ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,nom,"""亨利·卡尔东·德维亚尔""@zh .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""\u4EA8\u5229\u00B7\u5361\u5C14\u4E1C\u00B7\u5FB7\u7EF4\u4E9A\u5C14""@zh ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henri Carton de Wiart""@es .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henri Carton de Wiart""@es ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label préféré,"""Henri Carton de Wiart""@es .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henri Carton de Wiart""@es ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,nom,"""Henri Carton de Wiart""@es .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henri Carton de Wiart""@es ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henri Carton de Wiart""@nb .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henri Carton de Wiart""@nb ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label préféré,"""Henri Carton de Wiart""@nb .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henri Carton de Wiart""@nb ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,nom,"""Henri Carton de Wiart""@nb .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henri Carton de Wiart""@nb ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henry Carton de Wiart""@mg .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henry Carton de Wiart""@mg ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label préféré,"""Henry Carton de Wiart""@mg .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henry Carton de Wiart""@mg ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,nom,"""Henry Carton de Wiart""@mg .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henry Carton de Wiart""@mg ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henri Carton de Wiart""@tr .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henri Carton de Wiart""@tr ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label préféré,"""Henri Carton de Wiart""@tr .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henri Carton de Wiart""@tr ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,nom,"""Henri Carton de Wiart""@tr .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henri Carton de Wiart""@tr ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henri Carton de Wiart""@sl .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henri Carton de Wiart""@sl ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label préféré,"""Henri Carton de Wiart""@sl .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henri Carton de Wiart""@sl ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,nom,"""Henri Carton de Wiart""@sl .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henri Carton de Wiart""@sl ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""Belgian former prime minister""",DESCRIPTION,,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""Belgian former prime minister""@en ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""écrivain et homme politique belge""@fr .",DESCRIPTION,,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""\u00E9crivain et homme politique belge""@fr ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""politico belga""@it .",DESCRIPTION,,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""politico belga""@it ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""escritor y político belga""@es .",DESCRIPTION,,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""escritor y pol\u00EDtico belga""@es ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""belgischer Politiker und Premierminister""@de .",DESCRIPTION,,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""belgischer Politiker und Premierminister""@de ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""سیاست‌مدار بلژیکی""@fa .",DESCRIPTION,,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""\u0633\u06CC\u0627\u0633\u062A\u200C\u0645\u062F\u0627\u0631 \u0628\u0644\u0698\u06CC\u06A9\u06CC""@fa ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""belgisk politiker""@nb .",DESCRIPTION,,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""belgisk politiker""@nb ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""belgisk politikar""@nn .",DESCRIPTION,,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""belgisk politikar""@nn ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""belgisk politiker""@da .",DESCRIPTION,,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""belgisk politiker""@da ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""Belgisch politicus""@nl .",DESCRIPTION,,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""Belgisch politicus""@nl ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""سياسي بلجيكي""@ar .",DESCRIPTION,,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""\u0633\u064A\u0627\u0633\u064A \u0628\u0644\u062C\u064A\u0643\u064A""@ar ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,autres labels,"""Анри Картон де Виар""@ru .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#altLabel,"""\u0410\u043D\u0440\u0438 \u041A\u0430\u0440\u0442\u043E\u043D \u0434\u0435 \u0412\u0438\u0430\u0440""@ru ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,autres labels,"""Henri Carton de Wiart""@fr .",APPELLATION,,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#altLabel,"""Henri Carton de Wiart""@fr ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,genre,masculin,DESCRIPTION,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P21,http://www.wikidata.org/entity/Q6581097
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,lieu de naissance,Bruxelles,LOCALISATION,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P19,http://www.wikidata.org/entity/Q9005
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,VIAF  ID,"""24623115"" .",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P214,"""24623115"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,VIAF  ID,Henry Carton de Wiart,IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct-normalized/P214,https://viaf.org/viaf/24623115
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,ISNI ID,"""0000 0001 0798 0513"" .",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P213,"""0000 0001 0798 0513"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,Library of  Congress authority  ID,"""n90616027"" .",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P244,"""n90616027"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,Library of  Congress authority  ID,"Carton de Wiart, Henry",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct-normalized/P244,http://id.loc.gov/authorities/names/n90616027
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,GND ID,"""123556082"" .",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P227,"""123556082"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,GND ID,123556082,IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct-normalized/P227,http://d-nb.info/gnd/123556082
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,citoyen de,Belgique,LOCALISATION,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q31
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,catégorie Wikipedia Commons,"""Henri Carton de Wiart"" .",CATEGORISATION,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P373,"""Henri Carton de Wiart"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,date de naissance,"""1869-01-31T00:00:00Z""",DATES,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P569,"""1869-01-31T00:00:00Z""^^<http://www.w3.org/2001/XMLSchema#dateTime"
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,date de décès,"""1951-05-06T00:00:00Z""",DATES,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P570,"""1951-05-06T00:00:00Z""^^<http://www.w3.org/2001/XMLSchema#dateTime"
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,parti,Parti catholique,AFFILIATION,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P102,http://www.wikidata.org/entity/Q792293
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,est un,être humain,CATEGORISATION,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q5
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,poste occupé,Premier ministre de Belgique,PROFESSION,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P39,http://www.wikidata.org/entity/Q213107
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,poste occupé,député,PROFESSION,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P39,http://www.wikidata.org/entity/Q15705021
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,Freebase  ID,"""/m/09d56l"" .",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P646,"""/m/09d56l"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,Freebase  ID,09d56l,IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct-normalized/P646,http://g.co/kg/m/09d56l
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,BnF ID,"""120628351"" .",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P268,"""120628351"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,BnF ID,cb120628351,IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct-normalized/P268,http://data.bnf.fr/ark:/12148/cb120628351
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,image,Henri%20Carton%20de%20Wiart.jpg,METADONNEES,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Carton%20de%20Wiart.jpg
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,occupation,personnalité politique,PROFESSION,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q82955
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,occupation,écrivain,PROFESSION,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q36180
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,CANTIC-ID,"""a11275418"" .",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P1273,"""a11275418"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,langues d'usage,français,DIVERS,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P1412,http://www.wikidata.org/entity/Q150
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,prénom,Henri,APPELLATION,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P735,http://www.wikidata.org/entity/Q1605665
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,National  Thesaurus for  Author  Names  ID,"""069021724"" .",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P1006,"""069021724"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,nom de famille,Carton,APPELLATION,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P734,http://www.wikidata.org/entity/Q18324538
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,SUDOC authorities  ID,"""028885449"" .",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P269,"""028885449"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,SUDOC authorities  ID,"idref Carton de Wiart, Henry (1869-1951)",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct-normalized/P269,https://www.idref.fr/028885449/id
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,membre de,Académie royale de langue et de littérature françaises de Belgique,AFFILIATION,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q2166029
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,AGORAH person/institution  ID,"""144735"" .",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P2342,"""144735"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,lieu de décès,Uccle,LOCALISATION,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P20,http://www.wikidata.org/entity/Q203312
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,ODISID,"""PS_2361"" .",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P2372,"""PS_2361"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,ODISID,"""PB_2361"" .",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P2372,"""PB_2361"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,People  Australia  ID,"""1488935"" .",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P1315,"""1488935"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,FASTID,"""265341"" .",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P2163,"""265341"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,FASTID,265341,IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct-normalized/P2163,http://id.worldcat.org/fast/265341
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,BNE ID,"""XX936136"" .",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P950,"""XX936136"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,Babelio author  ID,"""202826"" .",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P3630,"""202826"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,NE.se  ID,"""henry-carton-de-wiart"" .",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P3222,"""henry-carton-de-wiart"" ."
